title,location,location_status,status,year,area,bathrooms,bedrooms,heating_type,energy_class,price
Piso con piscina comunitaria en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,181m²,3,3,CorrienteEléctrica,A,1.423.500EUR
Ático en Pedralbes con terraza y piscina ,Pedralbes  Pedralbes ,Excelente,Muybien,1976,412m²,6,6,Gas,E,3.300.000EUR
Gran piso con vistas en Passeig Sant Joan ,Eixample  Eixample Dreta ,Excelente,Bien,1940,300m²,5,7,Bombadecalor,D,1.400.000EUR
Loft con terraza junto Paseo Maragall ,Sant Andreu ,Excelente,Bien,1965,358m²,2,10,,,550.000EUR
PISO DE TRES HABITACIONES CON ASCENSOR ,Ciutat Vella  Gòtic ,Bien,Bien,1961,77m²,1,3,Gas,E,349.000EUR
Loft estilo industrial junto Paseo Maragall ,Sant Andreu ,Excelente,Bien,1965,428m²,2,10,,C,575.000EUR
Luminoso piso en Sant Pere - Santa Caterina ,Ciutat Vella  Born-Ribera ,Muybien,Excelente,1870,47m²,1,1,Bombadecalor,E,260.000EUR
Exclusivo ático con terrazas en Turó Parc ,Sant Gervasi  Turo Parc ,Muybien,Bien,1967,123m²,2,2,CorrienteEléctrica,E,1.050.000EUR
Piso estilo loft con terraza en Gràcia ,Gracia  Vila de Gracia ,Excelente,Excelente,1942,85m²,1,2,Bombadecalor,E,380.000EUR
Loft moderno al lado del metro en Clot ,SANT MARTIN  El Clot ,Excelente,,1936,70m²,1,1,,E,222.000EUR
Gran vivienda en la parte alta del Gótico ,Ciutat Vella  Gòtic ,Excelente,Muybien,1870,195m²,2,4,Gas,E,820.000EUR
Gran propiedad a reformar en Via Laietana ,Ciutat Vella  Gòtic ,,,,140m²,2,4,,G,715.000EUR
Ático dúplex con terraza de 21m² en el centro ,Sant Feliu De LLobregat ,Excelente,Muybien,2023,176m²,2,3,CorrienteEléctrica,A,640.000EUR
Exclusivo apartamento en primera línea de mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2010,100m²,2,3,Bombadecalor,C,1.300.000EUR
Luminoso piso reformado junto a Plaça España ,Eixample  Sant Antoni ,Excelente,Excelente,1939,94m²,2,3,Gas,E,460.000EUR
Dúplex en la mejor zona de la Vila Olímpica ,SANT MARTIN  La Vila Olímpica del Poblenou ,,,,152m²,2,4,,E,975.000EUR
Apartamento de dos dormitorios en el Gótico ,Ciutat Vella  Gòtic ,,Excelente,,148m²,3,3,,B,840.000EUR
Piso ideal para inversión en Ciutat Vella ,Ciutat Vella  Gòtic ,Excelente,Excelente,,62m²,1,2,,E,325.000EUR
Finca regia reformada en Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,124m²,2,2,Sueloradiante,A,2.150.000EUR
Finca regia reformada en Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,124m²,2,2,Sueloradiante,A,2.040.000EUR
Finca regia reformada en Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,147m²,3,2,Sueloradiante,A,2.680.000EUR
Fantástico apartamento en Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,218m²,4,4,Sueloradiante,A,3.150.000EUR
Finca regia reformada en Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,125m²,2,2,Sueloradiante,A,1.945.000EUR
Fantástico apartamento en Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,219m²,4,4,Sueloradiante,A,2.850.000EUR
Finca regia reformada en Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,134m²,2,2,Sueloradiante,A,1.850.000EUR
Fantástico apartamento en Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,219m²,4,4,Sueloradiante,A,2.750.000EUR
Piso con terraza y piscina en Plaza España ,Sants - Montjuïc  Font de la Guatlla ,Muybien,Muybien,1977,103m²,2,3,Gas,E,363.000EUR
Reforma integral de finca regia en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1872,129m²,2,3,Solar,B,1.050.000EUR
Reforma integral de finca regia en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1872,123m²,2,2,Solar,B,980.000EUR
Nuevo ático con terraza en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,152m²,2,2,Sueloradiante,A,2.650.000EUR
Finca regia reformada en Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,155m²,2,2,Sueloradiante,A,1.925.000EUR
Piso confortable en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,130m²,3,3,Sueloradiante,B,1.050.000EUR
Ático loft con terraza privada en Poblenou ,SANT MARTIN  El Parc i La Llacuna del Poblenou ,Excelente,Excelente,,96m²,1,2,CentralCalefaccióncentralizada,,639.100EUR
Piso amplio en finca regia en Balmes ,Sant Gervasi  Putget ,Muybien,Regular,1957,170m²,3,4,Gas,E,695.000EUR
Elegante piso de diseño en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,1959,284m²,5,6,Gas,E,1.430.000EUR
Vivienda es única y exclusiva cerca del Hospital Sant Joan de Deu ,Sant Just - Esplugues  Esplugues - Finestrelles ,Excelente,Excelente,2017,184m²,3,3,CorrienteEléctrica,A,1.321.000EUR
Conjunto residencial exclusivo en Zona Alta ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,165m²,3,4,CorrienteEléctrica,A,1.123.400EUR
Renovado ático con terrazas en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,179m²,3,2,Central,C,2.188.000EUR
Renovada planta baja con jardín en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,227m²,3,3,Central,C,2.188.000EUR
Reforma integral de finca regia en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1872,123m²,2,2,Solar,B,1.050.000EUR
Reforma integral de finca regia en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1872,123m²,2,2,Solar,B,1.030.000EUR
Piso muy luminoso en la Rambla del Raval ,Ciutat Vella  raval ,Excelente,Excelente,1887,82m²,1,3,BombadecalorGas,D,267.000EUR
Piso grande y luminoso en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Bien,1873,177m²,1,4,Gas,,1.150.000EUR
Piso con zona comunitaria cerca del Hospital Sant Joan de Deu ,Sant Just - Esplugues  Esplugues - Finestrelles ,Excelente,Excelente,2017,152m²,3,3,CorrienteEléctrica,A,1.219.500EUR
Moderno piso reformado junto Pl Kennedy ,Sant Gervasi  Putget ,Muybien,Excelente,1958,130m²,2,4,Sueloradiante,D,760.000EUR
Fabuloso duplex con terraza de obra nueva ,Hospitalet  Gran Via ,Excelente,Excelente,2021,133m²,3,3,Sueloradiante,,510.000EUR
Piso con fabulosa terraza en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,2004,140m²,2,2,BombadecalorGas,D,890.000EUR
Precioso ático en Sarriá ,Sarria  Sarria ,Excelente,Excelente,1964,120m²,2,2,Gas,F,950.000EUR
Finca regia reformada cerca Passeig de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,,164m²,2,3,Central,C,1.428.000EUR
Finca regia renovada cerca de Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,,87m²,2,2,Central,C,858.000EUR
Finca regia renovada cerca de Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,,87m²,2,2,Central,C,818.000EUR
Piso de obra nueva con terraza en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2020,143m²,3,4,BombadecalorGasSolar,B,1.198.000EUR
Piso de 3 dormitorios dobles y ascensor en Born ,Ciutat Vella  Born-Ribera ,Muybien,Muybien,1936,94m²,2,3,Gas,E,395.000EUR
Bonito y luminoso piso cerca de la Rambla ,Ciutat Vella  raval ,Muybien,Regular,1946,86m²,1,3,,E,248.000EUR
Piso a reformar en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Muybien,1920,219m²,1,7,Gas,C,1.600.000EUR
Moderno loft dúplex con piscina y solárium ,Sant Gervasi  Putget ,Muybien,Bien,2008,100m²,2,1,CorrienteEléctrica,E,490.000EUR
Luminoso piso de tres dormitorios en Born ,Ciutat Vella  Born-Ribera ,Muybien,Bien,1870,102m²,2,3,Gas,D,390.000EUR
Apartamento con terraza en Sant Gervasi ,Sant Gervasi  Galvany ,,,,96m²,2,3,,D,675.000EUR
Dúplex con jardín en el Gótico ,Ciutat Vella  Gòtic ,Muybien,Excelente,1900,145m²,3,2,CorrienteEléctrica,E,439.000EUR
Espectacular reforma de diseño en Doctor Dou ,Ciutat Vella  raval ,Excelente,Excelente,1900,121m²,3,3,Calefaccióncentralizada,G,795.000EUR
Elegante piso en finca regia en Eixample Dret ,Eixample  Eixample Dreta ,Muybien,,1930,178m²,2,3,Gas,E,980.000EUR
Piso con reforma integral junto a Sant Antoni ,Ciutat Vella  raval ,,,1900,50m²,1,1,,E,187.000EUR
Exclusivo piso con zona comunitaria ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,64m²,2,1,CorrienteEléctrica,A,460.800EUR
Propiedad en antiguo palacio de 1700 en Gòtic ,Ciutat Vella  Gòtic ,Excelente,Excelente,1700,218m²,3,4,Gas,D,1.080.000EUR
Magnífico piso en el Born ,Ciutat Vella  Born-Ribera ,Muybien,Excelente,1900,50m²,1,2,Bombadecalor,F,375.000EUR
Luminoso y céntrico piso en Sant Just Desvern ,Sant Just - Esplugues  Sant Just Desvern ,Excelente,Bien,1956,52m²,1,3,,E,219.000EUR
Casa con terraza a reformar en Poble Sec ,Sants - Montjuïc  Poble Sec ,Bien,Muybien,1935,135m²,3,3,,F,299.000EUR
Casa con terraza a estrenar en Poble Sec ,Sants - Montjuïc  Poble Sec ,Bien,Muybien,1935,135m²,3,3,Bombadecalor,F,599.000EUR
Fantástica propiedad en Plaza Universitat ,Eixample  Eixample Esquerra ,Excelente,Excelente,1900,86m²,1,3,Calefaccióncentralizada,D,485.000EUR
Promoción en la zona alta de Barcelona ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,231m²,4,5,CorrienteEléctrica,A,1.898.000EUR
Piso con piscina comunitaria en Zona Alta ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,184m²,3,3,CorrienteEléctrica,A,1.311.900EUR
Promoción con zona comunitaria en Zona Alta ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,152m²,3,3,CorrienteEléctrica,A,1.203.900EUR
Piso con piscina comunitaria en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,229m²,3,3,CorrienteEléctrica,A,1.156.800EUR
Exclusivo ático con terraza en Sant Gervasi ,Sant Gervasi  Putget ,Excelente,Excelente,1998,20897m²,3,3,Sueloradiante,G,1.195.000EUR
Piso esquinero en Manuel Girona todo exterior ,Sarria  Sta. Amelia ,Excelente,Necesitarenovaciones,1955,159m²,2,4,Gas,E,740.000EUR
Loft con patio en el Gótico ,Ciutat Vella  Gòtic ,Excelente,,1900,149m²,2,3,Gas,E,645.000EUR
Vivienda señorial en la Diagonal para reformar ,Eixample  Eixample Dreta ,Muybien,Muybien,1950,210m²,4,5,Gas,E,1.098.000EUR
Piso con licencia turística en Gràcia ,Gracia  Gracia Nova ,Muybien,Muybien,1936,57m²,1,3,Bombadecalor,F,385.000EUR
Maravilloso piso a metros de Rambla del Raval ,Ciutat Vella  raval ,Muybien,Excelente,1900,37m²,1,1,Circuito,G,205.000EUR
Piso reformado en Rambla del Raval ,Ciutat Vella  raval ,Muybien,Excelente,1900,39m²,1,1,Circuito,G,212.000EUR
Piso con licencia turística en Sagrada Família ,Eixample  Eixample Dreta ,Excelente,Excelente,1961,76m²,1,3,Gas,E,850.000EUR
Piso con licencia turística en Sagrada Família ,Eixample  Sagrada Familia ,Excelente,Excelente,1950,85m²,2,3,,G,650.000EUR
Fantástico ático con licencia turística ,Eixample  Nova Esquerra de l'Eixample ,Excelente,Excelente,1925,105m²,2,3,Bombadecalor,G,1.100.000EUR
Piso con licencia en la Dreta de l'Eixample ,Eixample  Eixample Dreta ,Muybien,Excelente,2005,116m²,2,2,Gas,G,1.000.000EUR
Piso con licencia turística en Sagrada Família ,Eixample  Sagrada Familia ,Excelente,Excelente,1965,99m²,1,3,Bombadecalor,E,670.000EUR
Piso con licencia turística en el Quadrat d'Or ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,123m²,2,4,Bombadecalor,E,995.000EUR
Piso a tres vientos y zona comunitaria en Tres Torres ,Sant Gervasi  Tres Torres ,Muybien,Necesitarestauración,1979,305m²,4,6,Gas,E,1.880.000EUR
Loft moderno con jardín privado en Poblenou ,SANT MARTIN  El Parc i La Llacuna del Poblenou ,Excelente,Excelente,,139m²,2,3,CentralCalefaccióncentralizada,,969.000EUR
Luminoso piso a estrenar en el Gótico ,Ciutat Vella  Gòtic ,Excelente,Excelente,1850,58m²,1,2,,G,310.000EUR
Dúplex con terraza-jardín en la Vila Olímpica ,SANT MARTIN  La Vila Olímpica del Poblenou ,Excelente,,,75m²,2,2,Bombadecalor,B,375.000EUR
Dúplex con terraza-jardín en la Vila Olímpica ,SANT MARTIN  La Vila Olímpica del Poblenou ,Excelente,,,78m²,2,2,Bombadecalor,B,375.000EUR
Piso con licencia turística en Sagrada Familia ,Eixample  Sagrada Familia ,Excelente,Excelente,1950,72m²,1,3,Gas,E,600.000EUR
Exclusivo Ático en Poblenou ,SANT MARTIN  El Poblenou ,Excelente,Excelente,2008,152m²,3,2,Bombadecalor,E,1.900.000EUR
Ático renovado con terraza en el Gótico ,Ciutat Vella  Gòtic ,Excelente,Excelente,,127m²,2,2,Central,B,650.000EUR
Piso renovado en el Gótico ,Ciutat Vella  Gòtic ,Excelente,Excelente,,100m²,2,2,nocentralizada,A,500.000EUR
Piso reformado al lado de Ronda Sant Antoni ,Ciutat Vella  raval ,,,1849,79m²,2,3,,E,360.000EUR
Encantador ático con inquilinos  en Eixample Dret. Alquilado hasta Nov2025 ,Eixample  Eixample Dreta ,Muybien,Bien,1974,73m²,2,2,Gas,G,435.000EUR
Increíble ático dúplex en la Illa del Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2008,175m²,3,2,Bombadecalor,C,2.500.000EUR
Piso único todo exterior a Passatge Permanyer ,Eixample  Eixample Dreta ,Excelente,Bien,1900,171m²,2,5,Bombadecalor,,1.200.000EUR
Fantástico piso reformado en Via Laietana ,Ciutat Vella  Born-Ribera ,,,1934,90m²,2,1,,C,825.000EUR
Acogedor piso con terraza en Sant Antoni ,Eixample  Sant Antoni ,Excelente,Excelente,1910,124m²,2,3,Gas,E,599.000EUR
Piso en Vila Olímpica con licencia turística ,SANT MARTIN  La Vila Olímpica del Poblenou ,Excelente,Excelente,1992,110m²,2,3,,E,790.000EUR
Fantástico dúplex en Eixample Esquerra ,Eixample  Eixample Esquerra ,Excelente,Excelente,1900,108m²,3,4,Pellets,A,797.000EUR
Magnifico piso con galeria en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,1900,119m²,2,3,Pellets,A,754.000EUR
Estiloso piso al lado de Plaza Universitat ,Eixample  Eixample Esquerra ,Excelente,Excelente,1900,122m²,2,3,Pellets,A,735.000EUR
Elegante piso al lado de Plaza Universidad ,Eixample  Eixample Esquerra ,Excelente,Excelente,1900,117m²,2,3,Pellets,A,693.000EUR
Piso reformado en venta con vistas al Born ,Ciutat Vella  Born-Ribera ,Excelente,Muybien,1936,192m²,2,5,Gas,D,798.000EUR
Piso con Licencia Turística en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,1905,124m²,2,3,,E,1.396.000EUR
Vivienda exclusiva en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,139m²,2,3,CorrienteEléctrica,A,947.700EUR
Piso con elementos originales en Eixample ,Eixample  Nova Esquerra de l'Eixample ,Muybien,Bien,1936,73m²,1,3,Bombadecalor,E,399.000EUR
Fantástico piso para estrenar en Pedralbes ,Pedralbes  Pedralbes ,,Excelente,2009,108m²,2,2,Gas,D,990.000EUR
Luminoso piso con terraza en Born ,Ciutat Vella  Born-Ribera ,Excelente,Muybien,1850,194m²,2,3,Gas,E,770.000EUR
Precioso piso reformado en Les Corts ,Les Corts  Les corts ,Excelente,Excelente,1968,69m²,1,2,CorrienteEléctricaBombadecalor,E,490.000EUR
Luminoso piso en la Dreta de l'Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1936,88m²,2,3,Bombadecalor,E,520.000EUR
Amplio piso reformado en el Born ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,,134m²,2,3,Central,D,850.000EUR
Reforma integral de finca regia en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1872,158m²,2,3,Solar,B,1.210.000EUR
Dúplex con jardín en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1872,375m²,5,5,Solar,B,3.100.000EUR
Ático con visitas en reforma integral de finca regia en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1872,165m²,2,3,Solar,B,1.900.000EUR
Reforma integral de finca regia en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1872,123m²,2,2,Solar,B,950.000EUR
Amplio piso reformado en el Born ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,,65m²,2,1,Central,D,370.000EUR
Apartamento reformado en Gràcia ,Gracia  Vallcarca- Penitents ,Muybien,Muybien,1977,45m²,1,1,Estufa,,175.000EUR
Ático con gran terraza cerca de Sant Antoni ,Ciutat Vella  raval ,Excelente,Excelente,1900,67m²,1,1,BombadecalorGas,E,360.000EUR
Piso de 3 dormitorios de obra nueva en Sants ,Sants - Montjuïc  SantS ,Excelente,Excelente,2018,77m²,2,3,Bombadecalor,B,(aconsultar)
Ático con solarium de obra nueva en Sants ,Sants - Montjuïc  SantS ,Excelente,Excelente,2018,96m²,2,3,Bombadecalor,B,(aconsultar)
Piso de 3 dormitorios de obra nueva en Sants ,Sants - Montjuïc  SantS ,Excelente,Excelente,2018,77m²,2,3,Bombadecalor,B,(aconsultar)
Piso de 3 dormitorios de obra nueva en Sants ,Sants - Montjuïc  SantS ,Excelente,Excelente,2018,77m²,2,3,Bombadecalor,B,(aconsultar)
Acogedor piso en planta baja en Poble Sec ,Sants - Montjuïc  Poble Sec ,Muybien,Bien,1891,85m²,2,2,CorrienteEléctrica,E,285.000EUR
Piso en finca modernista en Eixample ,Eixample  Eixample Dreta ,Muybien,Excelente,1900,136m²,2,3,Central,G,820.000EUR
Exclusivo apartamento en el centro de Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,,217m²,4,5,Gas,E,1.450.000EUR
Espectacular propiedad en el centro del Born ,Ciutat Vella  Born-Ribera ,Muybien,Muybien,1900,150m²,1,2,Bombadecalor,D,690.000EUR
Señorial piso con terraza ,Ciutat Vella  Gòtic ,Excelente,Excelente,1873,275m²,2,3,Gas,E,1.350.000EUR
Luminoso piso reformado en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,70m²,1,1,Bombadecalor,D,540.000EUR
Gran oportunidad para inversor en Can Baró ,Horta Guinardó  Can Baró ,Muybien,Bien,1971,46m²,1,1,,G,239.000EUR
Oportunidad para inversor en Can Baró ,Horta Guinardó  Can Baró ,Muybien,Bien,1971,72m²,1,2,,G,339.000EUR
Piso con reforma integral junto a Sant Antoni ,Ciutat Vella  raval ,Muybien,Excelente,1900,50m²,1,2,,E,155.000EUR
Magnifico ático en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,221m²,2,2,Gas,A,2.750.000EUR
Encantador piso en las Ramblas ,Ciutat Vella  Gòtic ,Excelente,Excelente,1968,166m²,3,3,,C,1.200.000EUR
Bonito Pied a terre en el barrio del Born ,Ciutat Vella  Born-Ribera ,Muybien,Muybien,1888,60m²,1,2,Gas,G,245.000EUR
Lujoso apartamento en primera línea del mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2010,100m²,2,3,Bombadecalor,B,1.695.000EUR
Gran Apartamento turístico en Vila de Gràcia ,Gracia  Vila de Gracia ,Excelente,Excelente,1900,213m²,6,5,,E,1.490.000EUR
Espetacular vivienda obra nueva con terraza ,Hospitalet  Gran Via ,Excelente,Excelente,2021,103m²,2,2,Sueloradiante,,485.000EUR
Fabuloso duplex con terraza de obra nueva ,Hospitalet  Gran Via ,Excelente,Excelente,2021,133m²,3,3,Sueloradiante,,517.900EUR
Espetacular vivienda de obra nueva con terraza ,Hospitalet  Gran Via ,Excelente,Excelente,2021,103m²,2,2,Sueloradiante,,462.000EUR
Piso de obra nueva con terraza en Hospitalet ,Hospitalet  Gran Via ,Excelente,Excelente,2021,128m²,2,3,Pellets,,502.000EUR
Estupenda planta baja de obra nueva en Hospitalet ,Hospitalet  Gran Via ,Excelente,Excelente,2021,96m²,2,3,Sueloradiante,,365.000EUR
Pied a terre Ideal en Port Vell ,Ciutat Vella  Gòtic ,Excelente,Excelente,,88m²,1,2,,F,330.000EUR
Fantástico apartamento en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,,129m²,2,3,Sueloradiante,A,1.273.000EUR
Fantástico apartamento en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,,125m²,2,2,Sueloradiante,A,1.242.000EUR
Fantástico apartamento en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,,129m²,3,2,Sueloradiante,A,1.206.000EUR
Moderno piso con terraza en Passeig Sant Joan ,Eixample  Eixample Dreta ,Muybien,Renovado,1930,191m²,2,3,Bombadecalor,E,1.055.000EUR
Piso de rehabilitación integral en Drassanes ,Ciutat Vella  raval ,Muybien,Excelente,1900,79m²,2,2,CorrienteEléctrica,E,365.000EUR
Luminoso ático con terrazas en Manresa ,Bagés- Manresa  MANRESA ,Muybien,Muybien,1945,136m²,3,5,Sueloradiante,E,179.000EUR
Precioso Loft en pleno Poblenou ,SANT MARTIN  El Poblenou ,Excelente,Excelente,1925,109m²,2,2,,D,795.000EUR
Piso con licencia en finca turística en Poble Sec ,Sants - Montjuïc  Poble Sec ,Excelente,Muybien,1936,95m²,2,3,CorrienteEléctrica,G,475.000EUR
Espectacular ático con piscina en Turó Parc ,Sant Gervasi  Turo Parc ,Excelente,Muybien,,1.244m²,10,9,Gas,E,9.500.000EUR
Espectacular ático con terrazas en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,1977,334m²,3,4,Gas,G,(aconsultar)
Luminoso ático en el mercado de Collblanc ,Hospitalet  Collblanc ,Muybien,Muybien,,55m²,1,3,,E,250.000EUR
Amplio piso recién reformado en Poble Sec ,Sants - Montjuïc  Poble Sec ,Excelente,Excelente,1969,97m²,1,2,,,330.000EUR
Dúplex con piscina en el centro de Manresa ,Bagés- Manresa  MANRESA ,Muybien,Muybien,1998,201m²,3,3,CorrienteEléctrica,E,379.000EUR
Fantástico piso de obra nueva en Poblenou ,SANT MARTIN  El Poblenou ,Excelente,Excelente,2021,126m²,2,4,BombadecalorPellets,A,652.000EUR
Dúplex con dos terrazas a estrenar en Horta ,Horta Guinardó ,Muybien,Excelente,2019,158m²,2,3,CorrienteEléctrica,B,425.000EUR
Precioso apartamento reformado en Calle Salvá ,Sants - Montjuïc  Poble Sec ,,,,73m²,2,2,,E,345.000EUR
Renovado ático con terrazas en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,184m²,3,2,Central,C,2.158.000EUR
Renovada planta baja con jardín en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,227m²,3,3,Central,C,2.158.000EUR
Finca regia renovada cerca de Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,,164m²,2,3,Central,C,1.368.000EUR
Piso a reformar en Sarriá-Santa Amelia ,Sarria  Sta. Amelia ,,Bien,,59m²,1,1,Gas,E,390.000EUR
Impresionante ático dúplex con piscina privada ,Pedralbes  Pedralbes ,Muybien,,1981,367m²,7,6,Gas,E,3.150.000EUR
Magnífico y señorial piso en Gótico ,Ciutat Vella  Gòtic ,Excelente,Bien,,190m²,2,4,,E,790.000EUR
Magnífico ático dúplex señorial en Sant Adrià ,Sant Adrià de Besòs ,Muybien,Bien,1975,360m²,5,5,Gas,E,1.500.000EUR
Atico dúplex al lado del mar en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Muybien,2008,140m²,2,3,Bombadecalor,B,2.500.000EUR
Excelente apartamento en el corazón de Barcelona ,Ciutat Vella  Gòtic ,Excelente,Excelente,1800,115m²,2,2,,C,749.000EUR
Lujoso apartamento en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,1910,472m²,5,5,Gas,E,6.800.000EUR
Espectacular ático con terrazas en Sant Gervasi ,Sant Gervasi  Galvany ,,,1945,322m²,3,7,Gas,E,1.775.000EUR
Amplio y luminoso piso en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,1935,201m²,3,5,Calefaccióncentralizada,E,1.250.000EUR
Exclusivo dúplex en Av. Tibidabo ,Sant Gervasi  Bonanova ,Excelente,Excelente,2007,234m²,3,3,Gas,C,1.245.000EUR
Fantástica propiedad en Plaza Universitat ,Ciutat Vella  raval ,Excelente,Excelente,1900,85m²,1,3,Calefaccióncentralizada,D,485.000EUR
Exclusiva vivienda con vistas al puerto ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,1918,116m²,2,3,Gas,E,829.000EUR
Elegante piso modernista cerca de Enric Granados ,Eixample  Eixample Esquerra ,Muybien,Muybien,1900,163m²,2,4,Bombadecalor,E,1.125.000EUR
Precioso dúplex en Horta ,Horta Guinardó  Baix Guinardó ,,,2019,156m²,3,4,,B,675.000EUR
Precioso dúplex de obra nueva en Horta ,Horta Guinardó  Baix Guinardó ,,,2019,156m²,3,4,Pellets,B,675.000EUR
Amplio y luminoso piso en Plaza Universitat ,Ciutat Vella  raval ,Excelente,Excelente,1935,200m²,3,5,Calefaccióncentralizada,E,1.190.000EUR
Piso reformado en finca regia en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,103m²,2,2,Gas,E,760.000EUR
Piso reformado con terraza en Passeig Sant Joan ,Gracia  Camp d'en Grassot ,Muybien,Renovado,1930,192m²,2,3,Bombadecalor,E,1.055.000EUR
Piso reformado en La Dreta de l'Eixample ,Eixample  Eixample Dreta ,Muybien,Excelente,1940,132m²,3,3,Central,E,915.000EUR
Lujoso atico en Eixample Esquerra ,Eixample  Eixample Esquerra ,Excelente,Excelente,1886,163m²,3,2,,F,1.520.000EUR
Lujoso piso en Eixample Esquerra ,Eixample  Eixample Esquerra ,Excelente,Excelente,1886,148m²,3,2,,F,1.020.000EUR
Propiedad señorial cerca Rambla de Catalunya ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,210m²,3,4,,G,1.769.000EUR
Exclusivo piso con terraza en Rambla Catalunya ,Eixample  Eixample Dreta ,Excelente,Excelente,2016,174m²,2,3,Gas,C,1.795.000EUR
Lujoso piso en Eixample Esquerra ,Eixample  Eixample Esquerra ,Excelente,Excelente,1886,148m²,3,2,,E,960.000EUR
Lujoso piso en Eixample Esquerra ,Eixample  Eixample Esquerra ,Excelente,Excelente,1886,170m²,3,2,,E,1.060.000EUR
Pequeño apartamento sin ascensor en el Born ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,1936,35m²,1,1,,E,172.000EUR
Fantástico piso en el Gótico ,Ciutat Vella  Gòtic ,Excelente,Excelente,,86m²,2,2,Gas,B,638.000EUR
Moderno piso con piscina en el Gótico ,Ciutat Vella  Gòtic ,Excelente,Excelente,,86m²,2,2,Gas,B,625.000EUR
Precioso loft de obra nueva ,Eixample  Eixample Dreta ,Excelente,Excelente,,56m²,1,1,Sueloradiante,A,660.000EUR
